,Country name,Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Region
122,Sweden,2017,7.286804676,10.75682354,0.914016783,72.5,0.934582114,0.163362831,0.239366919,0.81354779,0.17506682899999998,0.5594619510000001,1.276802063,1.92774713,1.777176857,WESTERN EUROPE
123,Switzerland,2017,7.473593235,10.95797634,0.949661374,73.80000305,0.924996912,0.17511341,0.316183478,0.773997068,0.195871487,0.8197067379999999,1.3820114140000002,1.964224815,1.544615626,WESTERN EUROPE
124,Tajikistan,2017,5.829234122999999,7.971400738,0.6626933220000001,63.79999924,0.832002461,0.122264013,0.71833688,0.602667689,0.277725339,0.92979306,-1.195175648,-1.216368675,2.212850571,C.W. OF IND. STATES
125,Tanzania,2017,3.347121239,7.894804001000002,0.705010295,57.0,0.800495505,0.104961358,0.6536060570000001,0.714645505,0.255335689,0.913339019,-0.435422927,-0.532890916,2.683667421,SUB-SAHARAN AFRICA
126,Thailand,2017,5.9388952260000005,9.69754982,0.877268732,67.0,0.922896802,0.20539546,0.8838167790000001,0.81632179,0.231597617,0.605078816,-0.902155161,0.045908973,2.243722439,ASIA (EX. NEAR EAST)
127,Togo,2017,4.360805035,7.26529932,0.5078052279999999,54.29999924,0.716694415,-0.042401545,0.725519598,0.614188969,0.425824255,0.48495236,-0.68079555,-0.8334628340000001,2.494830608,SUB-SAHARAN AFRICA
128,Trinidad and Tobago,2017,6.191859722,10.26684761,0.916029036,63.5,0.8591404559999999,-0.0048325090000000005,0.911336362,0.846467078,0.248098806,0.272540897,0.420911133,-0.046981119,2.2766768930000003,LATIN AMER. & CARIB
129,Tunisia,2017,4.124342918,9.291855812,0.717381597,66.59999847,0.477956653,-0.23090978,0.8688267470000001,0.420961887,0.377196848,0.250827312,-0.436561465,-0.12894836099999998,2.214817524,NORTHERN AFRICA
130,Turkey,2017,5.607262135,10.13179111,0.876467824,66.40000153,0.644434214,-0.242938563,0.670910537,0.449800909,0.312846124,0.586161256,-1.252016187,-0.084349804,1.626328588,NEAR EAST
131,Turkmenistan,2017,5.229148865,9.704366684,0.908454895,61.79999924,0.720399201,0.04387318,0.48517899999999997,0.52088511,0.349627674,0.48517899999999997,-1.153553963,-1.54598093,1.43217814,C.W. OF IND. STATES
132,Uganda,2017,4.000516891,7.437033652999999,0.739956141,55.29999924,0.7723441120000001,0.069051787,0.81577003,0.703375638,0.400025725,0.655109107,-0.5753357410000001,-0.535237134,2.673379421,SUB-SAHARAN AFRICA
133,Ukraine,2017,4.311067104,8.973908424,0.858324885,64.30000305,0.598875523,0.017136369,0.936764002,0.597112179,0.234763831,0.11093653,-0.9363603,-0.568998098,2.255383492,C.W. OF IND. STATES
134,United Arab Emirates,2017,7.039419651,11.11681843,0.83552736,66.90000153,0.962016642,0.199402541,0.452243,0.795034885,0.207598448,0.68417,-0.234493166,1.085547447,2.030040741,NEAR EAST
135,United Kingdom,2017,7.103273392,10.59044647,0.937495291,72.09999847,0.812733293,0.286916465,0.418611348,0.758571804,0.20957242,0.440120846,0.7975144390000001,1.662872434,1.615450263,WESTERN EUROPE
136,United States,2017,6.991759299999999,10.90090561,0.921002865,68.40000153,0.8684967159999999,0.188832819,0.6811912659999999,0.826555312,0.268269062,0.386535019,0.677055538,1.552135468,1.880687952,NORTHERN AMERICA
137,Uruguay,2017,6.336009979,9.930685042999999,0.91380167,68.90000153,0.8978516459999999,-0.101414755,0.626581967,0.835861266,0.280323356,0.413032115,1.114635468,0.7379203440000001,2.288598776,LATIN AMER. & CARIB
138,Uzbekistan,2017,6.421447754,8.740833282,0.942131102,64.80000305,0.985177755,0.116510667,0.464641601,0.8389890790000001,0.202737495,0.964690447,-1.037155151,-1.02081418,2.367688894,C.W. OF IND. STATES
139,Venezuela,2017,5.070750713,9.439295769,0.8958793279999999,66.30000305,0.6355050210000001,-0.20603478,0.8439692259999999,0.7256427409999999,0.362984866,0.241123602,-1.1955296990000002,-1.744198561,2.912966013,LATIN AMER. & CARIB
140,Vietnam,2017,5.175278664,8.727759361,0.8275950301666666,67.69999695,0.8755557299,0.015538279166666662,0.7844037281111111,0.6366806575,0.20825518925,0.848363041875,-0.548212826,-0.227276966,1.750836015,ASIA (EX. NEAR EAST)
141,Yemen,2017,3.2535600660000004,6.871091294610546,0.789555013,55.90000153,0.595190763,-0.06164125,0.8332384279999999,0.4551818970000001,0.295063585,0.372836,-2.3265619280000003,-1.678789258,2.178544044,NEAR EAST
142,Zambia,2017,3.932777405,8.213178635,0.74375391,54.79999924,0.8231685759999999,0.128904432,0.7395406370000001,0.6846233009999999,0.387188882,0.7170040609999999,-0.114061393,-0.48838523,2.650283098,SUB-SAHARAN AFRICA
143,Zimbabwe,2017,3.63830018,7.549490929,0.754147053,55.0,0.752826095,-0.069669798,0.751208007,0.8064283729999999,0.224051341,0.682646692,-0.988153279,-1.350866795,2.656847954,SUB-SAHARAN AFRICA
