,Country name,Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,"gini of household income reported in Gallup, by wp5-year"
9,Afghanistan,2017,2.66171813,7.497754574,0.49088007200000006,52.79999924,0.427010864,-0.112198286,0.9543925520000001,0.49634856,0.37132617799999995,0.261178523,-1.8865659240000001,-1.43780756,1.4540507790000001,0.546282768,0.28659886100000004
20,Albania,2017,4.639548302,9.376145363,0.6376982929999999,68.40000153,0.74961102,-0.032642815,0.876134634,0.669240892,0.33388412,0.457737535,0.299944997,-0.13031546800000002,2.6821048259999998,0.578096092,0.41048798
27,Algeria,2017,5.248912334,9.540638924,0.8067538740000001,65.69999695,0.436670482,-0.191522107,0.699774206,0.641979635,0.288710028,0.324916,-0.927691162,-0.8168390990000001,2.0397646430000003,0.388607115,0.527555764
44,Argentina,2017,6.039330006,9.848709106,0.9066991209999999,68.59999847,0.8319661620000001,-0.182599917,0.841052473,0.809422612,0.291717261,0.305430293,0.351303786,-0.158055663,2.4093289380000003,0.398939759,0.39417579799999997
57,Armenia,2017,4.287736416,9.081094742000001,0.6979249120000001,66.59999847,0.613697052,-0.133957878,0.86468333,0.6250138279999999,0.43714875,0.24690099100000001,-0.633139133,-0.132938728,2.325378895,0.54233253,0.478876591
69,Australia,2017,7.25703764,10.70658112,0.9499578479999999,73.30000305,0.9105501770000001,0.308772951,0.411346525,0.7800788879999999,0.225360975,0.45340696,1.140083551,1.7356719969999999,1.745698929,0.24055255899999997,0.428340912
80,Austria,2017,7.293727875,10.72407532,0.9062178129999999,72.69999695,0.8900305629999999,0.131114438,0.518303812,0.747568727,0.18026872,0.43590793,1.189480543,1.5593127009999999,1.5610619780000001,0.21402800100000002,0.322941631
93,Azerbaijan,2017,5.152279377,9.670762062,0.7870393990000001,65.19999695,0.731030464,-0.245215878,0.652539015,0.592359245,0.19831866,0.7665834429999999,-1.162632823,-0.461928248,1.673756838,0.32485753300000003,0.313743263
103,Bahrain,2017,6.227320671,10.67569351,0.8757471440000001,68.5,0.9058585170000001,0.128193483,0.536408,0.8135705590000001,0.28975951699999997,0.62494,-1.167433977,0.22664445600000002,2.215525627,0.35577508799999996,0.446609318
115,Bangladesh,2017,4.309771061,8.167346954,0.7125527859999999,63.79999924,0.896217167,0.016269062,0.635014474,0.568827093,0.21350576,0.876646459,-0.93284297,-0.761903524,1.865365982,0.43282252600000004,0.53275013
128,Belarus,2017,5.552915096,9.750800133,0.9002557990000001,65.80000305,0.620979249,-0.12917256400000002,0.6541134120000001,0.540905774,0.232768074,0.44791629899999996,-0.66446048,-0.5395968560000001,1.6625636819999998,0.299403757,0.28325021300000003
